year,office,county,party,candidate,electionType,votes
2014,senate,bryan,democratic,m. michelle nunn,primary,308
2014,senate,bryan,democratic,m. michelle nunn,general,2217
2014,senate,bryan,democratic,todd anthony robinson,primary,25
2014,senate,lincoln,libertarian,amanda c. swafford,general,66
2014,senate,lincoln,republican,derrick e. grayson,primary,5
2014,senate,lincoln,republican,j. h. jack kingston,primary,216
2014,senate,lincoln,republican,paul collins broun,primary,507
2014,senate,lincoln,republican,arthur a. art gardner,primary,7
2014,senate,lincoln,republican,j. p. phil gingrey,primary,70
2014,senate,lincoln,republican,david a. perdue,primary,224
2014,senate,lincoln,republican,david a. perdue,general,1721
2014,senate,lincoln,republican,karen c. handel,primary,130
2014,senate,lincoln,democratic,branko rad radulovacki,primary,16
2014,senate,lincoln,democratic,o. steen miles,primary,35
2014,senate,lincoln,democratic,m. michelle nunn,primary,285
2014,senate,lincoln,democratic,m. michelle nunn,general,894
2014,senate,lincoln,democratic,todd anthony robinson,primary,53
2014,senate,crisp,libertarian,amanda c. swafford,general,74
2014,senate,crisp,republican,derrick e. grayson,primary,8
2014,senate,crisp,republican,j. h. jack kingston,primary,791
2014,senate,crisp,republican,paul collins broun,primary,76
2014,senate,crisp,republican,arthur a. art gardner,primary,19
2014,senate,crisp,republican,j. p. phil gingrey,primary,48
2014,senate,crisp,republican,david a. perdue,primary,634
2014,senate,crisp,republican,david a. perdue,general,3129
2014,senate,crisp,republican,karen c. handel,primary,123
2014,senate,crisp,democratic,branko rad radulovacki,primary,20
2014,senate,crisp,democratic,o. steen miles,primary,43
2014,senate,crisp,democratic,m. michelle nunn,primary,373
2014,senate,crisp,democratic,m. michelle nunn,general,1865
2014,senate,crisp,democratic,todd anthony robinson,primary,85
2014,senate,hancock,libertarian,amanda c. swafford,general,18
2014,senate,hancock,republican,derrick e. grayson,primary,5
2014,senate,hancock,republican,j. h. jack kingston,primary,34
2014,senate,hancock,republican,paul collins broun,primary,28
2014,senate,hancock,republican,arthur a. art gardner,primary,1
2014,senate,hancock,republican,j. p. phil gingrey,primary,19
2014,senate,hancock,republican,david a. perdue,primary,39
2014,senate,hancock,republican,david a. perdue,general,489
2014,senate,hancock,republican,karen c. handel,primary,23
2014,senate,hancock,democratic,branko rad radulovacki,primary,77
2014,senate,hancock,democratic,o. steen miles,primary,117
2014,senate,hancock,democratic,m. michelle nunn,primary,1041
2014,senate,hancock,democratic,m. michelle nunn,general,1928
2014,senate,hancock,democratic,todd anthony robinson,primary,199
2014,senate,turner,libertarian,amanda c. swafford,general,36
2014,senate,turner,republican,derrick e. grayson,primary,6
2014,senate,turner,republican,j. h. jack kingston,primary,320
2014,senate,turner,republican,paul collins broun,primary,32
2014,senate,turner,republican,arthur a. art gardner,primary,6
2014,senate,turner,republican,j. p. phil gingrey,primary,18
2014,senate,turner,republican,david a. perdue,primary,235
2014,senate,turner,republican,david a. perdue,general,1341
2014,senate,turner,republican,karen c. handel,primary,50
2014,senate,turner,democratic,branko rad radulovacki,primary,19
2014,senate,turner,democratic,o. steen miles,primary,27
2014,senate,turner,democratic,m. michelle nunn,primary,173
2014,senate,turner,democratic,m. michelle nunn,general,910
2014,senate,turner,democratic,todd anthony robinson,primary,25
2014,senate,greene,libertarian,amanda c. swafford,general,81
2014,senate,greene,republican,derrick e. grayson,primary,15
2014,senate,greene,republican,j. h. jack kingston,primary,288
2014,senate,greene,republican,paul collins broun,primary,598
2014,senate,greene,republican,arthur a. art gardner,primary,10
2014,senate,greene,republican,j. p. phil gingrey,primary,179
2014,senate,greene,republican,david a. perdue,primary,1239
2014,senate,greene,republican,david a. perdue,general,4110
2014,senate,greene,republican,karen c. handel,primary,336
2014,senate,greene,democratic,branko rad radulovacki,primary,73
2014,senate,greene,democratic,o. steen miles,primary,108
2014,senate,greene,democratic,m. michelle nunn,primary,776
2014,senate,greene,democratic,m. michelle nunn,general,2350
2014,senate,greene,democratic,todd anthony robinson,primary,109
2014,senate,jeff davis,libertarian,amanda c. swafford,general,74
2014,senate,jeff davis,republican,derrick e. grayson,primary,13
2014,senate,jeff davis,republican,j. h. jack kingston,primary,900
2014,senate,jeff davis,republican,paul collins broun,primary,113
2014,senate,jeff davis,republican,arthur a. art gardner,primary,11
2014,senate,jeff davis,republican,j. p. phil gingrey,primary,16
2014,senate,jeff davis,republican,david a. perdue,primary,144
2014,senate,jeff davis,republican,david a. perdue,general,2189
2014,senate,jeff davis,republican,karen c. handel,primary,79
2014,senate,jeff davis,democratic,branko rad radulovacki,primary,8
2014,senate,jeff davis,democratic,o. steen miles,primary,33
2014,senate,jeff davis,democratic,m. michelle nunn,primary,170
2014,senate,jeff davis,democratic,m. michelle nunn,general,733
2014,senate,jeff davis,democratic,todd anthony robinson,primary,31
2014,senate,bartow,libertarian,amanda c. swafford,general,605
2014,senate,bartow,republican,derrick e. grayson,primary,54
2014,senate,bartow,republican,j. h. jack kingston,primary,955
2014,senate,bartow,republican,paul collins broun,primary,350
2014,senate,bartow,republican,arthur a. art gardner,primary,34
2014,senate,bartow,republican,j. p. phil gingrey,primary,2112
2014,senate,bartow,republican,david a. perdue,primary,2004
2014,senate,bartow,republican,david a. perdue,general,16842
2014,senate,bartow,republican,karen c. handel,primary,1444
2014,senate,bartow,democratic,branko rad radulovacki,primary,24
2014,senate,bartow,democratic,o. steen miles,primary,46
2014,senate,bartow,democratic,m. michelle nunn,primary,724
2014,senate,bartow,democratic,m. michelle nunn,general,5437
2014,senate,bartow,democratic,todd anthony robinson,primary,49
2014,senate,grady,libertarian,amanda c. swafford,general,116
2014,senate,grady,republican,derrick e. grayson,primary,69
2014,senate,grady,republican,j. h. jack kingston,primary,524
2014,senate,grady,republican,paul collins broun,primary,189
2014,senate,grady,republican,arthur a. art gardner,primary,60
2014,senate,grady,republican,j. p. phil gingrey,primary,73
2014,senate,grady,republican,david a. perdue,primary,609
2014,senate,grady,republican,david a. perdue,general,3567
2014,senate,grady,republican,karen c. handel,primary,362
2014,senate,grady,democratic,branko rad radulovacki,primary,28
2014,senate,grady,democratic,o. steen miles,primary,66
2014,senate,grady,democratic,m. michelle nunn,primary,373
2014,senate,grady,democratic,m. michelle nunn,general,1876
2014,senate,grady,democratic,todd anthony robinson,primary,183
2014,senate,clay,libertarian,amanda c. swafford,general,13
2014,senate,clay,republican,derrick e. grayson,primary,2
2014,senate,clay,republican,j. h. jack kingston,primary,53
2014,senate,clay,republican,paul collins broun,primary,11
2014,senate,clay,republican,arthur a. art gardner,primary,4
2014,senate,clay,republican,j. p. phil gingrey,primary,8
2014,senate,clay,republican,david a. perdue,primary,36
2014,senate,clay,republican,david a. perdue,general,399
2014,senate,clay,republican,karen c. handel,primary,10
2014,senate,clay,democratic,branko rad radulovacki,primary,20
2014,senate,clay,democratic,o. steen miles,primary,13
2014,senate,clay,democratic,m. michelle nunn,primary,84
2014,senate,clay,democratic,m. michelle nunn,general,535
2014,senate,clay,democratic,todd anthony robinson,primary,14
2014,senate,chattooga,libertarian,amanda c. swafford,general,196
2014,senate,chattooga,republican,derrick e. grayson,primary,21
2014,senate,chattooga,republican,j. h. jack kingston,primary,154
2014,senate,chattooga,republican,paul collins broun,primary,112
2014,senate,chattooga,republican,arthur a. art gardner,primary,12
2014,senate,chattooga,republican,j. p. phil gingrey,primary,604
2014,senate,chattooga,republican,david a. perdue,primary,346
2014,senate,chattooga,republican,david a. perdue,general,3138
2014,senate,chattooga,republican,karen c. handel,primary,130
2014,senate,chattooga,democratic,branko rad radulovacki,primary,45
2014,senate,chattooga,democratic,o. steen miles,primary,113
2014,senate,chattooga,democratic,m. michelle nunn,primary,812
2014,senate,chattooga,democratic,m. michelle nunn,general,1466
2014,senate,chattooga,democratic,todd anthony robinson,primary,192
2014,senate,miller,libertarian,amanda c. swafford,general,22
2014,senate,miller,republican,derrick e. grayson,primary,4
2014,senate,miller,republican,j. h. jack kingston,primary,58
2014,senate,miller,republican,paul collins broun,primary,12
2014,senate,miller,republican,arthur a. art gardner,primary,4
2014,senate,miller,republican,j. p. phil gingrey,primary,4
2014,senate,miller,republican,david a. perdue,primary,48
2014,senate,miller,republican,david a. perdue,general,1064
2014,senate,miller,republican,karen c. handel,primary,25
2014,senate,miller,democratic,branko rad radulovacki,primary,11
2014,senate,miller,democratic,o. steen miles,primary,13
2014,senate,miller,democratic,m. michelle nunn,primary,84
2014,senate,miller,democratic,m. michelle nunn,general,341
2014,senate,miller,democratic,todd anthony robinson,primary,35
2014,senate,clinch,libertarian,amanda c. swafford,general,22
2014,senate,clinch,republican,derrick e. grayson,primary,5
2014,senate,clinch,republican,j. h. jack kingston,primary,206
2014,senate,clinch,republican,paul collins broun,primary,20
2014,senate,clinch,republican,arthur a. art gardner,primary,6
2014,senate,clinch,republican,j. p. phil gingrey,primary,5
2014,senate,clinch,republican,david a. perdue,primary,23
2014,senate,clinch,republican,david a. perdue,general,814
2014,senate,clinch,republican,karen c. handel,primary,14
2014,senate,clinch,democratic,branko rad radulovacki,primary,13
2014,senate,clinch,democratic,o. steen miles,primary,59
2014,senate,clinch,democratic,m. michelle nunn,primary,182
2014,senate,clinch,democratic,m. michelle nunn,general,340
2014,senate,clinch,democratic,todd anthony robinson,primary,60
2014,senate,bacon,libertarian,amanda c. swafford,general,60
2014,senate,bacon,republican,derrick e. grayson,primary,12
2014,senate,bacon,republican,j. h. jack kingston,primary,1091
2014,senate,bacon,republican,paul collins broun,primary,49
2014,senate,bacon,republican,arthur a. art gardner,primary,15
2014,senate,bacon,republican,j. p. phil gingrey,primary,23
2014,senate,bacon,republican,david a. perdue,primary,107
2014,senate,bacon,republican,david a. perdue,general,1769
2014,senate,bacon,republican,karen c. handel,primary,55
2014,senate,bacon,democratic,branko rad radulovacki,primary,5
2014,senate,bacon,democratic,o. steen miles,primary,13
2014,senate,bacon,democratic,m. michelle nunn,primary,67
2014,senate,bacon,democratic,m. michelle nunn,general,395
2014,senate,bacon,democratic,todd anthony robinson,primary,28
2014,senate,upson,libertarian,amanda c. swafford,general,155
2014,senate,upson,republican,derrick e. grayson,primary,38
2014,senate,upson,republican,j. h. jack kingston,primary,474
2014,senate,upson,republican,paul collins broun,primary,190
2014,senate,upson,republican,arthur a. art gardner,primary,27
2014,senate,upson,republican,j. p. phil gingrey,primary,466
2014,senate,upson,republican,david a. perdue,primary,1370
2014,senate,upson,republican,david a. perdue,general,4581
2014,senate,upson,republican,karen c. handel,primary,334
2014,senate,upson,democratic,branko rad radulovacki,primary,35
2014,senate,upson,democratic,o. steen miles,primary,95
2014,senate,upson,democratic,m. michelle nunn,primary,731
2014,senate,upson,democratic,m. michelle nunn,general,2380
2014,senate,upson,democratic,todd anthony robinson,primary,123
2014,senate,hart,libertarian,amanda c. swafford,general,151
2014,senate,hart,republican,derrick e. grayson,primary,22
2014,senate,hart,republican,j. h. jack kingston,primary,242
2014,senate,hart,republican,paul collins broun,primary,836
2014,senate,hart,republican,arthur a. art gardner,primary,17
2014,senate,hart,republican,j. p. phil gingrey,primary,115
2014,senate,hart,republican,david a. perdue,primary,313
2014,senate,hart,republican,david a. perdue,general,4668
2014,senate,hart,republican,karen c. handel,primary,262
2014,senate,hart,democratic,branko rad radulovacki,primary,20
2014,senate,hart,democratic,o. steen miles,primary,16
2014,senate,hart,democratic,m. michelle nunn,primary,256
2014,senate,hart,democratic,m. michelle nunn,general,1946
2014,senate,hart,democratic,todd anthony robinson,primary,35
2014,senate,randolph,libertarian,amanda c. swafford,general,16
2014,senate,randolph,republican,derrick e. grayson,primary,1
2014,senate,randolph,republican,j. h. jack kingston,primary,90
2014,senate,randolph,republican,paul collins broun,primary,18
2014,senate,randolph,republican,arthur a. art gardner,primary,3
2014,senate,randolph,republican,j. p. phil gingrey,primary,9
